N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
57.64,52.0,32.1,,8.55,26.08,57.62,146.78,Clay,shallot,None,0.86
102.65,32.15,54.79,29.7,6.79,25.82,80.39,172.7,Clay,maize,None,1.55
,49.97,41.41,46.06,7.68,21.56,61.88,7.13,Sandy,tomato,None,2.14
48.27,21.5,38.45,,6.05,27.81,73.46,26.78,Sandy,rice,None,3.59
77.32,29.21,42.5,66.67,6.51,28.34,58.62,5.43,Silt,tomato,Organik,1.06
43.1,24.73,25.84,50.93,6.59,23.11,66.93,156.08,Peat,chili,KCl,0.0
75.99,47.25,66.77,52.93,5.76,29.9,81.85,30.3,Loamy,chili,None,0.0
57.53,36.75,50.02,61.03,5.47,23.77,,36.83,Sandy,maize,Organik,0.0
15.94,27.77,33.51,46.33,5.48,25.64,73.95,27.32,Sandy,chili,Urea,0.0
28.16,25.25,53.85,5.0,7.41,31.94,57.44,30.12,Sandy,rice,Urea,8.27
31.97,27.31,81.49,52.25,7.41,34.79,72.06,219.01,Peat,chili,None,0.28
21.96,34.72,26.14,50.8,4.67,30.47,77.24,184.87,,rice,Kapur-Dolomit,0.97
31.55,30.94,30.95,54.23,6.22,32.7,81.35,170.73,Clay,rice,Urea,0.87
76.54,54.27,54.93,48.5,6.02,36.81,82.43,41.5,Clay,maize,None,2.54
91.53,16.4,41.36,22.36,6.27,30.63,84.59,450.0,Peat,maize,SP-36,0.41
85.37,52.36,66.89,67.14,5.95,31.36,89.69,43.73,Loamy,maize,Organik,0.67
86.55,,84.71,26.89,5.73,33.39,63.19,91.86,Silt,rice,None,4.95
59.95,36.3,55.92,48.82,6.03,27.78,63.27,28.38,Peat,tomato,None,1.12
23.8,27.31,,34.69,6.66,31.86,81.9,10.33,Silt,rice,Urea,4.25
43.48,37.58,57.93,41.47,6.17,36.87,81.94,6.11,Sandy,chili,None,4.59
93.08,20.69,70.8,47.51,7.01,26.29,68.25,25.34,Silt,chili,None,0.0
61.87,38.38,29.41,,8.84,27.55,73.3,245.87,Silt,maize,None,0.0
26.1,56.04,47.46,30.73,6.04,26.31,74.43,67.25,Sandy,maize,Urea,2.36
60.25,39.34,16.58,38.6,6.0,26.94,89.5,17.11,Silt,chili,KCl,2.55
57.0,55.79,70.72,56.86,6.4,31.75,87.57,168.01,Loamy,maize,None,0.0
57.43,68.75,21.38,60.05,6.56,30.7,61.29,51.74,Loamy,chili,KCl,1.04
46.97,77.95,51.19,48.53,6.04,23.54,71.31,21.57,Loamy,shallot,None,1.28
57.35,22.44,37.33,52.61,7.28,21.77,70.25,140.0,Silt,tomato,None,0.0
,39.84,41.33,22.17,8.66,34.39,77.01,32.54,Clay,rice,None,6.77
30.13,40.43,31.4,66.66,5.83,32.96,89.22,282.58,Loamy,tomato,Organik,0.0
28.56,50.44,90.84,44.68,4.53,35.58,97.13,31.16,Clay,maize,Kapur-Dolomit,2.36
112.52,66.47,44.78,59.62,7.11,28.34,76.93,33.16,Sandy,shallot,None,0.35
57.43,41.82,39.76,51.93,6.33,30.48,72.53,31.02,Silt,tomato,None,1.04
94.82,0.0,34.23,22.82,7.6,37.33,58.86,59.17,Sandy,shallot,SP-36,6.5
76.19,21.3,50.3,40.25,8.21,28.56,73.29,6.78,Clay,maize,None,2.29
60.99,70.15,17.72,55.76,6.52,30.77,59.42,123.23,Silt,rice,KCl,1.57
26.55,30.79,15.61,,6.68,35.27,67.42,450.0,Silt,shallot,Urea,0.0
26.39,37.11,62.29,23.03,5.94,34.15,68.97,123.53,Peat,rice,Urea,5.67
62.58,41.53,31.36,72.49,6.03,28.88,70.23,,Clay,tomato,Organik,0.8
,54.66,22.08,43.19,4.36,23.54,78.22,4.95,Sandy,chili,Kapur-Dolomit,0.73
100.5,36.52,39.12,8.9,8.37,27.45,81.83,176.42,Silt,shallot,None,3.46
83.33,39.1,74.89,,6.73,30.88,82.83,204.89,Silt,maize,None,1.42
71.42,43.57,45.79,39.72,6.21,31.01,64.31,57.34,Clay,rice,None,3.86
76.83,12.74,43.47,11.17,5.59,32.39,73.77,30.61,Sandy,maize,SP-36,6.25
132.18,0.0,55.01,48.19,7.07,24.75,90.6,53.33,Sandy,maize,SP-36,0.0
66.16,28.42,,38.12,7.02,33.07,77.69,25.16,Loamy,tomato,None,2.27
56.95,32.82,52.2,52.18,8.09,31.45,66.78,45.87,Sandy,chili,None,0.61
38.94,78.22,38.64,62.38,,31.73,73.4,71.07,Peat,rice,None,1.7
74.57,31.94,68.69,47.73,6.29,27.52,64.86,65.86,Sandy,rice,None,2.63
65.64,44.49,46.45,38.07,6.4,23.39,72.94,241.13,Peat,tomato,None,0.0
37.95,59.95,29.28,37.28,5.89,25.1,82.78,252.89,Loamy,shallot,None,0.0
72.96,20.43,70.58,49.79,6.77,30.58,66.25,88.27,Silt,maize,None,2.77
42.59,21.97,37.97,54.02,5.6,28.62,84.32,27.67,Clay,shallot,None,0.45
47.35,35.57,35.99,17.85,7.9,27.04,62.74,64.25,Loamy,tomato,None,4.38
29.11,26.42,19.74,9.67,4.97,30.4,77.3,34.06,Loamy,chili,Urea,6.24
74.5,45.51,46.49,73.81,7.09,31.56,85.38,88.17,Loamy,rice,None,1.21
68.3,61.64,42.01,53.01,6.19,34.44,99.49,244.6,Loamy,tomato,None,0.0
35.44,38.83,23.12,46.51,6.32,25.14,69.2,108.53,Clay,maize,KCl,0.0
49.19,26.86,25.17,62.92,6.72,36.62,67.36,215.74,Loamy,chili,KCl,0.76
54.06,48.8,60.63,5.01,5.15,31.62,77.77,198.72,Peat,chili,Kapur-Dolomit,3.64
97.6,34.48,36.43,41.15,6.08,26.63,62.94,231.81,Loamy,shallot,None,0.0
1.93,36.09,0.0,38.0,6.18,24.03,76.66,64.46,Clay,chili,Urea,1.27
13.86,42.28,41.76,54.42,5.04,29.33,80.3,180.02,Peat,rice,Kapur-Dolomit,0.1
44.27,65.57,51.9,33.96,4.53,31.07,82.37,216.51,Loamy,chili,Kapur-Dolomit,0.93
50.53,54.4,71.92,24.37,6.34,30.31,68.27,51.66,Loamy,rice,None,5.75
67.31,19.74,43.39,61.9,6.31,31.33,76.11,,,maize,SP-36,1.21
22.72,39.21,34.15,37.87,5.76,31.07,81.68,365.9,Loamy,maize,Urea,0.0
57.63,44.06,0.0,66.44,6.71,26.31,80.21,410.92,Sandy,rice,KCl,0.0
27.23,19.14,53.7,31.17,7.11,30.77,77.47,0.62,Loamy,rice,NPK-16-16-16,5.06
55.83,24.74,25.24,54.85,6.06,28.17,60.99,16.68,Clay,rice,KCl,3.07
24.11,24.28,46.57,49.6,5.94,26.35,66.57,,Silt,tomato,Urea,0.55
45.36,37.88,57.84,38.62,7.24,24.31,80.62,16.86,Clay,rice,None,2.47
77.2,22.08,23.26,36.68,5.19,27.88,56.48,340.19,Sandy,maize,KCl,0.0
84.84,48.16,33.3,47.01,5.98,24.14,71.74,99.91,Loamy,shallot,None,0.0
60.74,57.03,70.38,36.66,6.87,25.22,77.64,25.48,Silt,shallot,None,2.54
63.49,41.68,20.43,36.59,5.21,30.36,73.61,62.84,Loamy,tomato,KCl,2.93
73.47,,50.27,56.25,6.7,25.0,75.88,91.28,Peat,tomato,None,0.0
107.27,44.68,28.31,,4.69,32.53,89.45,196.15,Loamy,tomato,Kapur-Dolomit,1.09
19.42,68.06,52.01,66.32,5.66,17.28,78.99,132.26,Clay,tomato,Urea,0.0
70.43,31.75,58.79,30.17,6.56,24.78,92.93,128.98,Loamy,tomato,None,0.36
44.29,44.21,43.17,24.7,6.87,33.75,63.86,60.3,Loamy,shallot,None,5.58
54.92,25.74,0.0,22.18,6.96,32.59,83.02,115.03,Loamy,maize,KCl,4.83
50.73,30.72,36.62,61.24,6.52,27.64,,39.84,Loamy,rice,Organik,0.78
45.71,65.89,52.2,37.65,6.83,26.99,57.21,110.17,Loamy,maize,None,0.84
59.51,40.04,63.93,44.11,6.28,24.53,75.22,47.7,Clay,maize,None,0.0
69.82,44.78,63.47,82.51,4.51,31.64,74.57,28.4,Peat,rice,Kapur-Dolomit,2.58
7.71,67.05,68.9,72.97,4.7,32.18,76.78,77.82,Loamy,maize,Kapur-Dolomit,0.15
76.46,6.21,68.78,88.3,6.83,31.52,74.25,74.75,Sandy,rice,SP-36,2.13
38.34,,21.81,77.84,7.27,23.6,73.56,13.81,Loamy,tomato,KCl,0.0
122.62,0.6,38.81,48.2,4.67,29.58,61.05,61.79,Silt,shallot,Kapur-Dolomit,3.55
0.44,39.12,26.72,66.52,6.37,21.49,100.0,204.57,Loamy,chili,Urea,0.0
93.05,34.23,71.02,37.58,4.49,33.03,85.44,72.06,Loamy,chili,Kapur-Dolomit,3.36
15.66,22.01,42.46,,6.17,25.5,85.78,224.24,Silt,tomato,Urea,0.0
63.92,39.84,46.15,55.25,,29.14,91.54,15.73,Loamy,rice,None,1.3
57.7,36.93,29.77,,6.89,28.14,71.39,7.57,Loamy,shallot,None,3.33
57.06,58.27,13.81,42.24,7.74,24.26,84.31,38.13,Loamy,maize,KCl,0.27
73.86,39.05,67.28,38.48,7.22,20.48,85.7,55.81,Clay,tomato,None,2.23
70.43,38.82,57.3,52.73,6.71,36.72,80.58,58.72,Sandy,rice,Urea,1.81
33.47,29.55,18.48,46.12,5.77,10.0,96.88,157.19,Loamy,rice,Urea,0.0
96.21,40.1,25.1,63.01,5.18,26.86,80.72,219.06,Silt,maize,KCl,0.0
56.43,44.33,60.27,53.23,4.79,29.04,62.86,5.02,Peat,maize,Kapur-Dolomit,0.39
26.48,0.0,,,6.73,19.93,76.02,32.58,Sandy,shallot,NPK-16-16-16,0.38
41.38,42.01,63.28,,6.83,31.06,83.27,103.76,Loamy,shallot,None,0.74
91.39,64.45,66.8,53.3,4.4,31.26,72.32,235.25,Clay,shallot,Kapur-Dolomit,0.0
112.48,59.4,75.76,,4.99,34.2,66.97,48.51,Loamy,tomato,None,5.28
67.36,20.07,76.44,52.46,6.04,30.56,65.14,76.78,Clay,maize,None,1.47
52.16,56.88,30.25,62.97,5.29,27.37,76.99,69.15,Clay,rice,None,0.87
84.14,0.0,34.97,45.66,7.46,29.42,,8.55,Loamy,chili,SP-36,2.34
69.45,47.23,73.31,63.15,5.65,28.96,74.47,23.41,Sandy,tomato,None,0.39
38.6,35.88,64.47,46.86,5.96,23.82,75.45,95.68,Loamy,shallot,None,0.0
109.95,55.48,38.0,75.3,6.56,26.08,63.19,74.04,Loamy,maize,None,0.0
32.18,65.48,53.53,51.3,6.4,32.36,67.89,97.32,Sandy,maize,Urea,0.23
53.51,8.07,23.32,45.47,6.44,27.76,76.96,229.47,Silt,tomato,SP-36,0.05
73.21,48.16,15.51,68.52,7.64,23.84,89.44,37.63,Peat,shallot,KCl,0.66
79.28,18.48,69.99,61.76,5.76,27.42,69.74,316.35,Loamy,maize,SP-36,0.0
68.82,43.09,68.08,47.44,5.36,22.16,86.66,155.03,Loamy,tomato,KCl,0.0
,42.72,44.99,49.66,6.31,29.86,90.66,76.67,Loamy,maize,None,0.47
50.34,37.35,53.91,57.3,6.29,34.32,74.4,95.25,Clay,maize,None,1.08
99.83,27.95,,32.13,6.29,30.83,,23.33,Loamy,maize,None,3.22
38.23,14.98,35.96,43.2,7.61,33.68,72.72,359.17,Sandy,maize,SP-36,0.0
51.94,25.82,11.86,44.2,6.66,30.75,85.71,81.84,Silt,shallot,KCl,1.76
64.29,28.79,26.69,42.23,7.14,34.15,80.5,13.86,Loamy,chili,KCl,2.86
19.64,30.39,52.44,73.43,7.28,28.33,76.08,185.89,Silt,chili,Urea,0.0
,11.26,69.25,57.61,7.97,28.67,82.08,9.19,Loamy,tomato,SP-36,0.13
77.55,19.93,59.64,70.34,4.9,22.49,73.69,45.72,Loamy,chili,SP-36,0.2
78.05,0.0,78.48,68.93,5.31,34.79,54.05,51.29,Sandy,chili,SP-36,1.78
95.7,32.8,25.57,36.97,4.78,28.25,74.69,139.71,Sandy,chili,Kapur-Dolomit,1.43
80.79,31.18,0.0,46.72,7.39,34.21,72.26,56.83,Clay,tomato,KCl,2.83
60.13,47.12,45.86,35.39,4.38,34.81,58.35,52.31,Sandy,maize,Kapur-Dolomit,5.11
26.24,31.93,67.97,21.31,5.55,32.43,88.02,166.77,Sandy,tomato,Urea,3.99
58.31,10.01,70.41,46.38,6.53,25.6,,251.77,Sandy,chili,SP-36,0.0
45.56,45.69,28.2,81.49,4.6,28.79,75.28,7.26,Clay,shallot,Kapur-Dolomit,1.82
60.51,46.91,42.86,18.93,8.47,31.26,65.22,122.11,Clay,tomato,None,4.89
37.74,0.0,73.15,,,25.85,75.15,64.61,Clay,shallot,SP-36,0.0
75.43,66.06,59.21,22.81,6.82,27.06,74.5,127.76,Silt,tomato,None,2.86
90.18,29.41,55.16,41.0,4.98,32.62,76.58,150.49,Sandy,shallot,Kapur-Dolomit,1.9
72.33,43.8,81.5,42.91,7.91,22.71,81.75,110.62,Clay,tomato,None,0.35
16.13,8.73,67.92,37.64,5.5,35.54,77.14,23.79,Loamy,rice,NPK-16-16-16,4.95
47.56,75.43,72.92,42.0,7.29,29.67,80.92,99.56,Silt,shallot,None,0.99
,51.03,37.55,,7.09,29.14,66.95,17.62,Peat,rice,None,4.04
29.53,57.59,6.89,54.33,8.71,26.2,68.0,13.59,Silt,maize,Urea,1.0
400.0,42.95,41.35,58.92,6.06,28.66,100.0,450.0,Peat,chili,None,0.0
72.53,42.45,45.43,28.24,3.8,35.04,49.71,1.87,Peat,tomato,Kapur-Dolomit,6.01
90.81,58.11,37.42,22.04,6.48,18.61,88.11,18.44,Loamy,shallot,None,3.41
53.26,54.75,17.47,55.3,6.47,26.79,75.81,214.84,Peat,chili,KCl,0.0
77.36,49.01,35.45,,6.03,27.73,76.35,142.78,Clay,maize,None,0.0
85.86,30.06,37.03,56.53,5.53,21.1,68.01,43.03,Clay,tomato,None,0.42
66.5,6.44,49.83,79.36,7.36,25.74,79.82,13.07,Sandy,rice,SP-36,0.33
1.88,40.3,36.58,58.11,7.11,29.56,46.23,6.02,Sandy,rice,Urea,3.02
26.47,42.54,56.22,37.86,6.09,27.16,70.73,52.44,Clay,maize,Urea,0.6
93.41,55.95,56.96,38.4,6.12,31.39,78.78,27.12,Clay,rice,None,3.83
76.01,25.52,42.25,50.37,6.62,25.88,61.79,169.44,Sandy,maize,None,0.0
62.55,45.86,63.99,26.55,6.38,30.0,50.7,243.03,Sandy,rice,None,3.86
62.15,33.3,8.9,58.87,6.66,30.56,82.09,91.92,Loamy,maize,KCl,0.95
81.3,36.38,35.55,21.48,5.78,30.17,78.58,11.01,Sandy,maize,None,4.85
112.95,38.37,69.09,67.34,6.1,34.28,58.46,80.53,Peat,chili,Organik,1.54
71.91,41.93,26.33,37.53,5.96,20.76,72.34,103.61,Silt,chili,KCl,0.46
74.95,52.97,43.34,64.26,5.11,29.35,76.48,24.72,Loamy,maize,None,0.35
,21.1,27.59,39.95,6.0,22.59,83.43,87.9,Silt,shallot,KCl,1.41
17.11,1.01,42.39,63.58,5.35,30.73,81.46,134.48,Clay,maize,NPK-16-16-16,0.0
56.99,45.83,56.72,,6.32,22.34,62.9,55.76,Loamy,shallot,None,0.0
73.86,38.31,45.33,69.35,4.09,33.84,67.18,147.52,Sandy,tomato,Kapur-Dolomit,0.0
37.71,56.04,14.04,40.22,6.76,21.97,84.04,,Clay,maize,KCl,0.0
52.58,29.39,66.48,56.75,5.23,30.97,82.65,32.2,Sandy,tomato,None,0.0
52.77,19.9,32.43,71.01,6.31,26.59,60.5,151.13,Sandy,tomato,SP-36,0.0
98.59,35.53,73.98,28.46,5.93,32.82,75.76,56.69,Silt,rice,None,5.85
68.92,39.92,47.69,68.52,5.84,22.78,74.55,38.72,Sandy,rice,Organik,0.7
81.79,25.78,48.07,29.47,6.73,31.73,53.33,169.84,Silt,maize,None,3.3
36.83,46.71,55.1,33.97,7.3,26.95,70.01,125.12,Loamy,maize,None,1.91
73.86,46.21,74.68,33.97,4.95,26.16,74.05,13.69,Sandy,tomato,Kapur-Dolomit,2.49
67.47,67.06,42.66,63.32,8.09,23.92,49.36,23.22,Silt,maize,None,0.0
83.33,23.65,71.3,54.01,6.78,26.2,65.69,161.43,Loamy,rice,None,0.62
39.73,36.04,56.26,66.42,6.06,24.01,80.82,,Clay,shallot,Urea,0.54
68.6,33.96,35.44,42.67,6.19,29.57,70.31,68.6,Clay,chili,None,1.74
52.82,63.79,58.27,53.35,6.23,26.87,64.41,106.35,Silt,maize,None,0.0
34.82,57.86,43.05,13.14,5.58,15.98,86.68,123.32,Loamy,chili,None,3.23
86.24,48.29,58.92,33.56,8.14,29.77,75.99,48.21,Loamy,shallot,None,2.31
95.27,23.07,56.29,26.99,6.45,28.34,64.9,15.7,Peat,rice,None,4.98
93.99,34.75,25.03,69.67,6.91,35.25,55.55,36.69,,chili,KCl,1.69
45.67,37.29,19.72,53.91,5.66,34.19,66.96,33.24,Sandy,rice,KCl,3.2
73.95,9.72,64.63,54.14,5.99,35.27,71.66,92.87,Sandy,rice,SP-36,2.34
73.03,61.26,56.37,69.9,5.44,30.76,100.0,19.79,Sandy,shallot,None,1.84
57.55,21.46,45.2,13.61,7.57,30.77,86.74,223.09,Clay,chili,None,2.85
47.71,50.52,30.26,50.29,6.31,14.8,69.53,110.91,Sandy,rice,None,1.48
114.23,67.28,30.04,49.78,6.51,29.96,94.32,196.73,Sandy,maize,NPK-16-16-16,0.0
105.78,36.11,51.85,70.24,6.58,22.67,69.73,25.29,Clay,chili,Organik,0.0
35.82,65.57,7.79,64.95,5.93,25.97,77.55,35.39,Sandy,rice,Urea,1.01
19.79,13.82,81.19,39.22,8.75,27.82,87.95,8.93,Clay,shallot,NPK-16-16-16,1.97
88.35,38.68,76.53,32.73,5.66,25.67,63.63,7.43,Sandy,maize,None,2.6
48.08,44.9,81.67,37.24,6.56,29.53,72.91,86.86,Clay,maize,None,1.67
46.84,25.39,57.51,74.04,7.11,24.99,63.14,12.31,Clay,shallot,Organik,0.0
79.83,27.79,62.27,56.56,6.2,24.98,68.31,91.64,Sandy,tomato,None,0.0
47.38,41.02,49.7,55.41,6.3,33.58,73.49,24.83,Loamy,chili,None,1.36
,66.4,37.94,48.59,5.69,25.93,74.61,21.08,Clay,rice,None,2.02
34.14,44.65,75.32,53.95,6.4,27.66,75.52,15.43,Sandy,rice,Urea,1.62
78.81,58.19,20.39,14.22,7.98,26.79,61.2,5.66,Sandy,chili,KCl,5.13
0.0,43.25,55.73,66.72,5.37,23.63,92.19,45.44,Clay,tomato,Urea,0.0
55.59,48.01,77.71,56.71,6.5,19.21,58.93,53.49,Peat,chili,None,0.68
101.62,46.62,28.29,27.32,5.79,31.03,83.49,243.03,Silt,chili,None,2.15
42.78,0.0,54.05,46.31,7.83,32.72,61.46,32.26,Loamy,shallot,SP-36,2.67
83.94,57.88,42.74,25.25,7.18,24.88,73.87,45.24,Peat,rice,None,3.94
50.72,23.46,24.65,76.69,6.11,31.95,70.67,88.3,Clay,tomato,KCl,0.25
56.2,22.61,76.21,46.58,5.86,30.04,68.74,62.86,Silt,rice,None,2.76
27.18,34.24,12.95,71.31,,24.49,71.26,265.48,Sandy,shallot,Urea,0.0
65.87,35.44,53.46,43.74,7.55,31.43,75.26,223.06,Loamy,maize,None,0.99
42.37,35.62,34.48,34.19,6.58,22.71,97.43,39.16,Silt,shallot,None,1.37
48.25,72.9,54.99,64.31,6.49,27.28,66.96,225.03,Clay,chili,None,0.0
71.68,27.56,28.1,,4.99,21.47,81.06,54.46,Peat,rice,Kapur-Dolomit,3.16
73.24,67.21,39.74,,6.63,28.23,65.69,155.89,Silt,maize,None,2.71
67.27,21.73,0.0,56.39,5.04,27.88,50.9,35.36,Peat,chili,Kapur-Dolomit,0.0
35.09,74.29,59.61,5.0,4.18,28.46,83.9,,Clay,chili,Kapur-Dolomit,2.18
99.59,34.42,0.0,46.0,5.78,26.15,78.88,111.52,Loamy,tomato,KCl,0.0
28.17,46.92,43.85,29.37,6.33,27.74,100.0,126.89,Loamy,tomato,Urea,1.97
57.14,28.22,68.71,34.56,7.26,28.01,87.26,202.97,Loamy,shallot,None,0.55
51.58,42.53,50.85,21.99,4.65,28.26,73.2,266.05,Peat,maize,Kapur-Dolomit,1.51
52.43,31.1,40.91,62.57,6.83,27.55,59.74,450.0,Sandy,maize,Organik,0.0
90.53,53.26,66.35,48.26,6.64,23.69,93.8,32.8,Loamy,chili,None,0.08
50.46,15.19,53.81,43.24,5.47,27.34,76.06,37.72,Clay,shallot,SP-36,0.41
,40.8,48.09,58.87,6.07,28.61,95.46,,Peat,rice,None,1.91
17.48,44.17,63.41,64.17,5.73,26.81,81.19,104.78,Clay,chili,Urea,0.0
46.32,19.51,68.39,5.0,5.33,26.28,78.33,14.3,Loamy,chili,SP-36,4.77
55.25,70.64,41.9,55.81,5.59,31.65,56.44,14.85,Silt,tomato,None,1.97
56.46,41.01,44.44,27.94,6.47,34.22,67.28,27.92,Sandy,rice,None,6.55
86.42,55.46,55.57,67.03,8.17,26.21,,5.66,Clay,chili,None,0.83
66.76,24.54,47.55,35.28,6.91,32.68,66.77,260.85,Clay,maize,None,2.34
48.47,51.41,54.91,25.38,6.44,29.28,79.9,6.5,Loamy,rice,Kapur-Dolomit,5.46
46.76,28.67,74.74,48.56,6.75,30.27,91.41,16.98,Loamy,tomato,None,0.53
,25.38,67.19,,7.24,27.7,79.53,89.79,Clay,chili,None,3.71
34.94,31.39,33.99,66.72,5.61,35.46,54.35,275.71,Sandy,tomato,Organik,0.0
45.14,40.3,43.49,35.41,5.7,28.6,67.26,127.19,,chili,NPK-16-16-16,1.52
39.35,31.31,40.06,52.84,6.6,27.07,86.63,339.63,Peat,chili,None,0.0
40.62,41.85,34.45,57.57,6.96,26.12,67.13,408.29,Sandy,maize,None,0.0
,70.2,40.01,31.59,,16.7,77.55,310.21,Clay,maize,None,0.0
74.84,,49.62,57.46,6.59,31.83,96.11,,Peat,rice,None,0.0
69.84,38.67,56.29,65.46,6.8,29.8,76.63,23.52,Silt,maize,Organik,0.98
40.88,31.18,34.75,69.68,6.63,30.08,78.46,5.41,Clay,shallot,Organik,0.57
14.41,63.09,94.44,52.43,6.82,31.73,64.03,68.12,Silt,tomato,Urea,1.19
56.67,45.69,69.77,55.13,5.55,27.62,68.68,97.67,Silt,rice,None,0.79
23.29,46.13,29.78,50.36,5.41,31.46,,42.52,Sandy,chili,Urea,2.46
123.26,32.0,65.29,52.63,6.8,30.13,71.7,64.59,Loamy,rice,None,1.96
50.92,76.83,43.93,47.85,5.4,25.74,87.98,133.11,Loamy,shallot,None,0.0
94.11,64.15,52.1,55.51,6.54,30.6,70.56,53.02,Loamy,maize,None,0.04
58.12,24.32,0.0,40.3,5.83,25.45,67.86,95.53,Sandy,rice,KCl,1.52
99.48,13.82,70.75,49.54,5.69,24.57,99.97,46.31,Clay,shallot,SP-36,0.0
80.04,47.46,61.27,77.79,,28.36,72.98,44.42,Sandy,tomato,None,0.3
0.0,46.12,35.7,46.05,5.77,22.38,84.69,28.29,Silt,rice,Urea,1.72
97.48,48.67,56.4,36.4,6.24,28.35,89.75,108.25,Loamy,maize,None,2.79
54.36,25.3,33.16,50.71,7.64,24.36,88.82,29.72,Peat,shallot,None,0.0
6.41,24.9,,93.59,7.41,28.02,59.65,138.04,Loamy,tomato,Urea,0.19
34.13,61.4,44.62,,5.84,30.46,84.76,3.98,Clay,tomato,None,3.48
48.2,27.7,29.19,56.96,6.93,32.82,62.19,210.47,Loamy,rice,None,1.04
50.16,,47.45,10.96,5.85,28.75,67.91,89.35,Loamy,tomato,SP-36,4.65
15.75,41.74,41.62,45.41,5.58,31.41,87.9,101.72,Sandy,maize,Urea,1.39
78.6,55.26,52.94,64.99,5.95,22.6,83.09,22.68,,tomato,None,0.0
79.5,1.1,45.73,50.81,7.26,30.2,57.39,123.77,Silt,shallot,SP-36,0.53
85.81,48.36,74.34,51.17,6.67,32.79,81.39,78.27,Loamy,maize,None,0.41
103.67,40.05,37.54,59.22,6.85,27.35,67.08,,Clay,rice,None,3.24
48.27,25.34,35.71,60.09,6.85,24.74,87.21,15.28,Clay,rice,Organik,0.58
53.09,8.07,52.41,33.91,4.92,29.56,77.9,46.33,Sandy,maize,Kapur-Dolomit,4.3
115.36,49.52,44.36,51.83,6.18,25.73,76.88,113.25,Clay,maize,None,0.0
80.37,40.74,44.85,40.92,7.18,23.36,68.76,164.95,Peat,rice,None,1.62
65.57,,55.55,26.86,7.02,31.7,69.21,29.17,Clay,chili,None,4.11
59.26,28.69,33.84,61.74,6.71,33.1,100.0,10.67,Sandy,maize,KCl,1.16
53.45,47.98,39.78,,6.41,22.1,80.76,,Sandy,maize,None,0.0
26.51,,70.58,49.42,6.09,27.0,63.93,36.69,Clay,rice,Urea,1.96
7.21,49.03,39.66,63.56,7.32,39.2,82.31,0.66,Peat,maize,Urea,2.73
53.46,,75.55,42.79,6.77,32.17,95.27,47.33,Sandy,maize,None,2.14
100.33,38.41,23.03,47.58,5.73,25.24,83.72,1.97,Sandy,maize,KCl,0.0
0.0,54.43,72.84,64.08,7.96,33.03,75.1,13.46,Sandy,maize,Urea,1.36
38.96,27.27,32.18,50.71,5.14,31.76,80.41,34.15,,maize,None,1.6
36.45,52.0,,61.91,5.64,26.23,63.09,380.94,Loamy,chili,None,0.0
60.35,71.12,16.65,50.55,6.42,22.18,90.4,233.81,Sandy,shallot,KCl,0.0
72.66,14.71,45.64,47.22,,36.26,78.84,78.52,Loamy,chili,SP-36,2.12
64.41,52.25,49.28,57.15,5.95,29.58,56.79,25.26,Sandy,chili,None,2.44
55.41,26.36,25.2,54.32,,22.43,79.97,39.76,Sandy,chili,KCl,0.0
69.14,45.5,56.0,61.22,7.64,33.07,75.19,134.11,Loamy,maize,None,0.0
66.05,21.15,67.29,83.29,6.48,23.02,74.44,113.7,Clay,tomato,Organik,0.02
84.38,55.07,57.98,29.75,5.64,25.53,64.12,151.75,Clay,tomato,None,0.5
73.27,30.65,31.98,77.69,6.57,25.2,85.95,14.37,Clay,chili,Organik,0.11
82.46,59.05,41.69,,4.92,28.42,57.48,88.34,Peat,maize,Kapur-Dolomit,2.86
49.74,31.5,28.03,58.09,7.32,34.55,69.55,83.99,Clay,shallot,None,1.4
108.44,49.58,25.98,37.37,5.31,29.06,92.62,,Silt,rice,KCl,3.18
29.07,22.93,35.74,19.75,7.03,25.11,95.92,40.57,Silt,tomato,Urea,2.04
56.79,59.41,36.54,17.93,6.24,28.05,86.29,44.93,Silt,shallot,None,3.51
121.73,15.91,15.38,57.84,6.46,27.33,71.47,81.89,Clay,shallot,SP-36,0.0
106.27,60.1,46.13,44.62,6.65,33.16,91.8,75.34,Silt,maize,None,2.48
85.18,41.79,57.38,41.78,5.87,30.9,64.51,141.18,Loamy,maize,None,1.75
30.71,,31.55,,5.92,31.43,69.46,39.01,Loamy,rice,NPK-16-16-16,4.75
113.71,71.08,32.98,59.22,6.27,26.13,,47.13,Sandy,chili,None,0.0
42.0,39.85,52.84,32.62,6.41,32.2,80.76,155.21,Clay,chili,None,1.77
69.49,0.0,115.26,,5.65,29.93,100.0,138.65,Silt,chili,SP-36,1.63
94.48,29.89,25.75,,5.32,31.85,94.95,46.13,Loamy,tomato,KCl,5.94
83.49,43.87,41.35,46.16,7.5,37.08,76.81,38.28,Clay,rice,None,4.61
,31.99,53.34,61.88,6.42,26.49,77.74,66.97,Clay,rice,Organik,0.82
82.59,40.9,55.49,39.87,6.25,43.81,67.94,108.65,Sandy,maize,None,4.08
103.8,11.16,27.87,45.24,7.33,25.52,79.5,112.16,Loamy,rice,SP-36,1.3
